,zipcode,N1,agi_stub
69742,48892,240.0,4
69743,48892,350.0,5
69744,48892,50.0,6
69745,48893,840.0,1
69746,48893,670.0,2
69747,48893,400.0,3
69748,48893,270.0,4
69749,48893,330.0,5
69750,48893,60.0,6
69751,48894,330.0,1
69752,48894,220.0,2
69753,48894,150.0,3
69754,48894,150.0,4
69755,48894,270.0,5
69756,48894,40.0,6
69757,48895,1450.0,1
69758,48895,1070.0,2
69759,48895,730.0,3
69760,48895,650.0,4
69761,48895,1250.0,5
69762,48895,490.0,6
69763,48897,210.0,1
69764,48897,200.0,2
69765,48897,130.0,3
69766,48897,80.0,4
69767,48897,100.0,5
69768,48897,0.0,6
69769,48906,4860.0,1
69770,48906,3690.0,2
69771,48906,1720.0,3
69772,48906,980.0,4
69773,48906,1150.0,5
69774,48906,180.0,6
69775,48910,6450.0,1
69776,48910,5540.0,2
69777,48910,2710.0,3
69778,48910,1240.0,4
69779,48910,900.0,5
69780,48910,90.0,6
69781,48911,7820.0,1
69782,48911,6070.0,2
69783,48911,2690.0,3
69784,48911,1260.0,4
69785,48911,1300.0,5
69786,48911,210.0,6
69787,48912,3270.0,1
69788,48912,2570.0,2
69789,48912,1300.0,3
69790,48912,610.0,4
69791,48912,650.0,5
69792,48912,80.0,6
69793,48915,1800.0,1
69794,48915,1390.0,2
69795,48915,610.0,3
69796,48915,270.0,4
69797,48915,260.0,5
69798,48915,40.0,6
69799,48917,5330.0,1
69800,48917,4690.0,2
69801,48917,3120.0,3
69802,48917,1920.0,4
69803,48917,2320.0,5
69804,48917,420.0,6
69805,48933,610.0,1
69806,48933,440.0,2
69807,48933,140.0,3
69808,48933,40.0,4
69809,48933,50.0,5
69810,48933,0.0,6
69811,49001,3930.0,1
69812,49001,3260.0,2
69813,49001,1500.0,3
69814,49001,680.0,4
69815,49001,580.0,5
69816,49001,80.0,6
69817,49002,3160.0,1
69818,49002,2630.0,2
69819,49002,1520.0,3
69820,49002,940.0,4
69821,49002,1430.0,5
69822,49002,440.0,6
69823,49004,2630.0,1
69824,49004,2300.0,2
69825,49004,1350.0,3
69826,49004,810.0,4
69827,49004,940.0,5
69828,49004,140.0,6
69829,49006,4060.0,1
69830,49006,2740.0,2
69831,49006,1390.0,3
69832,49006,800.0,4
69833,49006,960.0,5
69834,49006,170.0,6
69835,49007,2300.0,1
69836,49007,1420.0,2
69837,49007,410.0,3
69838,49007,160.0,4
69839,49007,220.0,5
69840,49007,110.0,6
69841,49008,2550.0,1
69842,49008,1950.0,2
69843,49008,1030.0,3
69844,49008,650.0,4
69845,49008,1060.0,5
69846,49008,480.0,6
69847,49009,7090.0,1
69848,49009,4760.0,2
69849,49009,2730.0,3
69850,49009,1930.0,4
69851,49009,4080.0,5
69852,49009,1860.0,6
69853,49010,2720.0,1
69854,49010,2290.0,2
69855,49010,1440.0,3
69856,49010,880.0,4
69857,49010,1050.0,5
69858,49010,200.0,6
69859,49011,340.0,1
69860,49011,300.0,2
69861,49011,170.0,3
69862,49011,100.0,4
69863,49011,140.0,5
69864,49011,0.0,6
69865,49012,510.0,1
69866,49012,410.0,2
69867,49012,240.0,3
69868,49012,190.0,4
69869,49012,360.0,5
69870,49012,110.0,6
69871,49013,990.0,1
69872,49013,720.0,2
69873,49013,330.0,3
69874,49013,150.0,4
69875,49013,160.0,5
69876,49013,30.0,6
69877,49014,3430.0,1
69878,49014,2700.0,2
69879,49014,1350.0,3
69880,49014,870.0,4
69881,49014,1250.0,5
69882,49014,190.0,6
69883,49015,4320.0,1
69884,49015,3590.0,2
69885,49015,1990.0,3
69886,49015,1310.0,4
69887,49015,1800.0,5
69888,49015,450.0,6
69889,49017,3320.0,1
69890,49017,2720.0,2
69891,49017,1490.0,3
69892,49017,960.0,4
69893,49017,1170.0,5
69894,49017,180.0,6
69895,49021,870.0,1
69896,49021,770.0,2
69897,49021,470.0,3
69898,49021,330.0,4
69899,49021,390.0,5
69900,49021,50.0,6
69901,49022,6060.0,1
69902,49022,4150.0,2
69903,49022,1440.0,3
69904,49022,660.0,4
69905,49022,730.0,5
69906,49022,220.0,6
69907,49024,4200.0,1
69908,49024,3320.0,2
69909,49024,2380.0,3
69910,49024,1670.0,4
69911,49024,2770.0,5
69912,49024,940.0,6
69913,49026,370.0,1
69914,49026,290.0,2
69915,49026,160.0,3
69916,49026,90.0,4
69917,49026,90.0,5
69918,49026,20.0,6
69919,49028,920.0,1
69920,49028,830.0,2
69921,49028,450.0,3
69922,49028,270.0,4
69923,49028,260.0,5
69924,49028,50.0,6
69925,49029,230.0,1
69926,49029,200.0,2
69927,49029,130.0,3
69928,49029,80.0,4
69929,49029,110.0,5
69930,49029,0.0,6
69931,49030,370.0,1
69932,49030,320.0,2
69933,49030,200.0,3
69934,49030,110.0,4
69935,49030,120.0,5
69936,49030,0.0,6
69937,49031,1160.0,1
69938,49031,920.0,2
69939,49031,500.0,3
69940,49031,330.0,4
69941,49031,440.0,5
69942,49031,160.0,6
69943,49032,520.0,1
69944,49032,380.0,2
69945,49032,240.0,3
69946,49032,140.0,4
69947,49032,120.0,5
69948,49032,20.0,6
69949,49033,250.0,1
69950,49033,200.0,2
69951,49033,160.0,3
69952,49033,110.0,4
69953,49033,170.0,5
69954,49033,50.0,6
69955,49034,370.0,1
69956,49034,260.0,2
69957,49034,160.0,3
69958,49034,150.0,4
69959,49034,160.0,5
69960,49034,30.0,6
69961,49036,3950.0,1
69962,49036,3200.0,2
69963,49036,1680.0,3
69964,49036,960.0,4
69965,49036,1150.0,5
69966,49036,270.0,6
69967,49037,4070.0,1
69968,49037,3240.0,2
69969,49037,1220.0,3
69970,49037,530.0,4
69971,49037,400.0,5
69972,49037,30.0,6
69973,49038,1560.0,1
69974,49038,1200.0,2
69975,49038,670.0,3
69976,49038,400.0,4
69977,49038,530.0,5
69978,49038,110.0,6
69979,49040,520.0,1
69980,49040,450.0,2
69981,49040,250.0,3
69982,49040,170.0,4
69983,49040,170.0,5
69984,49040,0.0,6
69985,49042,720.0,1
69986,49042,640.0,2
69987,49042,370.0,3
69988,49042,230.0,4
69989,49042,200.0,5
69990,49042,20.0,6
69991,49043,470.0,1
69992,49043,320.0,2
69993,49043,110.0,3
69994,49043,40.0,4
69995,49043,60.0,5
69996,49043,0.0,6
69997,49045,930.0,1
69998,49045,770.0,2
69999,49045,360.0,3
70000,49045,200.0,4
70001,49045,230.0,5
70002,49045,50.0,6
70003,49046,1060.0,1
70004,49046,850.0,2
70005,49046,560.0,3
70006,49046,380.0,4
70007,49046,510.0,5
70008,49046,110.0,6
70009,49047,2590.0,1
70010,49047,1900.0,2
70011,49047,930.0,3
70012,49047,490.0,4
70013,49047,600.0,5
70014,49047,120.0,6
70015,49048,4470.0,1
70016,49048,3810.0,2
70017,49048,1730.0,3
70018,49048,910.0,4
70019,49048,950.0,5
70020,49048,150.0,6
70021,49050,200.0,1
70022,49050,200.0,2
70023,49050,110.0,3
70024,49050,90.0,4
70025,49050,110.0,5
70026,49050,20.0,6
70027,49051,330.0,1
70028,49051,260.0,2
70029,49051,190.0,3
70030,49051,140.0,4
70031,49051,230.0,5
70032,49051,50.0,6
70033,49052,150.0,1
70034,49052,120.0,2
70035,49052,70.0,3
70036,49052,50.0,4
70037,49052,60.0,5
70038,49052,0.0,6
70039,49053,1030.0,1
70040,49053,820.0,2
70041,49053,510.0,3
70042,49053,370.0,4
70043,49053,600.0,5
70044,49053,150.0,6
70045,49055,960.0,1
70046,49055,720.0,2
70047,49055,470.0,3
70048,49055,330.0,4
70049,49055,360.0,5
70050,49055,60.0,6
70051,49056,690.0,1
70052,49056,500.0,2
70053,49056,220.0,3
70054,49056,130.0,4
70055,49056,130.0,5
70056,49056,30.0,6
70057,49057,1310.0,1
70058,49057,930.0,2
70059,49057,380.0,3
70060,49057,180.0,4
70061,49057,180.0,5
70062,49057,30.0,6
70063,49058,3030.0,1
70064,49058,2540.0,2
70065,49058,1530.0,3
70066,49058,1020.0,4
70067,49058,1230.0,5
70068,49058,210.0,6
70069,49060,250.0,1
70070,49060,160.0,2
70071,49060,130.0,3
70072,49060,90.0,4
70073,49060,160.0,5
70074,49060,110.0,6
70075,49061,270.0,1
70076,49061,210.0,2
70077,49061,130.0,3
70078,49061,70.0,4
70079,49061,110.0,5
70080,49061,0.0,6
70081,49064,610.0,1
70082,49064,480.0,2
70083,49064,280.0,3
70084,49064,180.0,4
70085,49064,180.0,5
70086,49064,40.0,6
70087,49065,1070.0,1
70088,49065,800.0,2
70089,49065,500.0,3
70090,49065,350.0,4
70091,49065,510.0,5
70092,49065,90.0,6
70093,49066,120.0,1
70094,49066,90.0,2
70095,49066,40.0,3
70096,49066,30.0,4
70097,49066,30.0,5
70098,49066,0.0,6
70099,49067,730.0,1
70100,49067,590.0,2
70101,49067,360.0,3
70102,49067,200.0,4
70103,49067,240.0,5
70104,49067,40.0,6
70105,49068,2370.0,1
70106,49068,1750.0,2
70107,49068,1080.0,3
70108,49068,760.0,4
70109,49068,1120.0,5
70110,49068,300.0,6
70111,49070,420.0,1
70112,49070,290.0,2
70113,49070,220.0,3
70114,49070,130.0,4
70115,49070,160.0,5
70116,49070,20.0,6
70117,49071,1460.0,1
70118,49071,1030.0,2
70119,49071,700.0,3
70120,49071,600.0,4
70121,49071,1120.0,5
70122,49071,400.0,6
70123,49072,480.0,1
70124,49072,430.0,2
70125,49072,240.0,3
70126,49072,180.0,4
70127,49072,190.0,5
70128,49072,30.0,6
70129,49073,760.0,1
70130,49073,640.0,2
70131,49073,340.0,3
70132,49073,210.0,4
70133,49073,240.0,5
70134,49073,30.0,6
70135,49076,650.0,1
70136,49076,500.0,2
70137,49076,280.0,3
70138,49076,190.0,4
70139,49076,240.0,5
70140,49076,40.0,6
70141,49078,1500.0,1
70142,49078,1190.0,2
70143,49078,760.0,3
70144,49078,500.0,4
70145,49078,600.0,5
70146,49078,100.0,6
70147,49079,2180.0,1
70148,49079,1600.0,2
70149,49079,1080.0,3
70150,49079,740.0,4
70151,49079,940.0,5
70152,49079,180.0,6
70153,49080,2550.0,1
70154,49080,1880.0,2
70155,49080,1130.0,3
70156,49080,810.0,4
70157,49080,1130.0,5
70158,49080,230.0,6
70159,49082,900.0,1
70160,49082,750.0,2
70161,49082,450.0,3
70162,49082,300.0,4
70163,49082,290.0,5
70164,49082,60.0,6
70165,49083,1080.0,1
70166,49083,720.0,2
70167,49083,540.0,3
70168,49083,410.0,4
70169,49083,850.0,5
70170,49083,470.0,6
70171,49085,3440.0,1
70172,49085,2330.0,2
70173,49085,1630.0,3
70174,49085,1240.0,4
70175,49085,2530.0,5
70176,49085,1150.0,6
70177,49087,810.0,1
70178,49087,560.0,2
70179,49087,420.0,3
70180,49087,370.0,4
70181,49087,710.0,5
70182,49087,190.0,6
70183,49088,490.0,1
70184,49088,360.0,2
70185,49088,320.0,3
70186,49088,240.0,4
70187,49088,410.0,5
70188,49088,100.0,6
70189,49089,260.0,1
70190,49089,210.0,2
70191,49089,120.0,3
70192,49089,70.0,4
70193,49089,70.0,5
70194,49089,0.0,6
70195,49090,2300.0,1
70196,49090,1670.0,2
70197,49090,820.0,3
70198,49090,550.0,4
70199,49090,830.0,5
70200,49090,360.0,6
70201,49091,3120.0,1
70202,49091,2670.0,2
70203,49091,1490.0,3
70204,49091,830.0,4
70205,49091,850.0,5
70206,49091,160.0,6
70207,49092,390.0,1
70208,49092,250.0,2
70209,49092,160.0,3
70210,49092,90.0,4
70211,49092,120.0,5
70212,49092,0.0,6
70213,49093,3000.0,1
70214,49093,2450.0,2
70215,49093,1320.0,3
70216,49093,840.0,4
70217,49093,860.0,5
70218,49093,160.0,6
70219,49094,590.0,1
70220,49094,530.0,2
70221,49094,310.0,3
70222,49094,160.0,4
70223,49094,200.0,5
70224,49094,20.0,6
70225,49095,270.0,1
70226,49095,210.0,2
70227,49095,130.0,3
70228,49095,90.0,4
70229,49095,130.0,5
70230,49095,70.0,6
70231,49096,420.0,1
70232,49096,400.0,2
70233,49096,230.0,3
70234,49096,160.0,4
70235,49096,200.0,5
70236,49096,20.0,6
70237,49097,1640.0,1
70238,49097,1250.0,2
70239,49097,930.0,3
70240,49097,640.0,4
70241,49097,980.0,5
70242,49097,250.0,6
70243,49098,1190.0,1
70244,49098,830.0,2
70245,49098,370.0,3
70246,49098,220.0,4
70247,49098,280.0,5
70248,49098,60.0,6
70249,49099,780.0,1
70250,49099,670.0,2
70251,49099,450.0,3
70252,49099,280.0,4
70253,49099,330.0,5
70254,49099,90.0,6
70255,49101,540.0,1
70256,49101,400.0,2
70257,49101,200.0,3
70258,49101,160.0,4
70259,49101,220.0,5
70260,49101,70.0,6
70261,49102,210.0,1
70262,49102,130.0,2
70263,49102,100.0,3
70264,49102,50.0,4
70265,49102,110.0,5
70266,49102,20.0,6
70267,49103,1990.0,1
70268,49103,1150.0,2
70269,49103,710.0,3
70270,49103,450.0,4
70271,49103,600.0,5
70272,49103,130.0,6
70273,49106,840.0,1
70274,49106,580.0,2
70275,49106,340.0,3
70276,49106,230.0,4
70277,49106,360.0,5
70278,49106,100.0,6
70279,49107,1580.0,1
70280,49107,1340.0,2
70281,49107,700.0,3
70282,49107,440.0,4
70283,49107,560.0,5
70284,49107,110.0,6
70285,49111,580.0,1
70286,49111,440.0,2
70287,49111,260.0,3
70288,49111,150.0,4
70289,49111,180.0,5
70290,49111,40.0,6
70291,49112,1490.0,1
70292,49112,1200.0,2
70293,49112,740.0,3
70294,49112,490.0,4
70295,49112,710.0,5
70296,49112,250.0,6
70297,49113,290.0,1
70298,49113,220.0,2
70299,49113,140.0,3
70300,49113,90.0,4
70301,49113,120.0,5
70302,49113,0.0,6
70303,49116,40.0,1
70304,49116,0.0,2
70305,49116,30.0,3
70306,49116,0.0,4
70307,49116,20.0,5
70308,49116,30.0,6
70309,49117,610.0,1
70310,49117,380.0,2
70311,49117,220.0,3
70312,49117,150.0,4
70313,49117,320.0,5
70314,49117,240.0,6
70315,49120,6160.0,1
70316,49120,4790.0,2
70317,49120,2570.0,3
70318,49120,1570.0,4
70319,49120,1880.0,5
70320,49120,470.0,6
70321,49125,310.0,1
70322,49125,230.0,2
70323,49125,150.0,3
70324,49125,100.0,4
70325,49125,160.0,5
70326,49125,70.0,6
70327,49126,540.0,1
70328,49126,190.0,2
70329,49126,70.0,3
70330,49126,60.0,4
70331,49126,80.0,5
70332,49126,0.0,6
70333,49127,1600.0,1
70334,49127,1090.0,2
70335,49127,700.0,3
70336,49127,460.0,4
70337,49127,1070.0,5
70338,49127,420.0,6
70339,49128,610.0,1
70340,49128,430.0,2
70341,49128,260.0,3
70342,49128,150.0,4
70343,49128,210.0,5
70344,49128,60.0,6
70345,49129,80.0,1
70346,49129,60.0,2
70347,49129,40.0,3
70348,49129,30.0,4
70349,49129,60.0,5
70350,49129,70.0,6
70351,49130,290.0,1
70352,49130,200.0,2
70353,49130,110.0,3
70354,49130,80.0,4
70355,49130,120.0,5
70356,49130,90.0,6
70357,49201,6780.0,1
70358,49201,4870.0,2
70359,49201,2830.0,3
70360,49201,1980.0,4
70361,49201,2800.0,5
70362,49201,700.0,6
70363,49202,3790.0,1
70364,49202,3030.0,2
70365,49202,1260.0,3
70366,49202,520.0,4
70367,49202,380.0,5
70368,49202,30.0,6
70369,49203,6520.0,1
70370,49203,5000.0,2
70371,49203,2530.0,3
70372,49203,1490.0,4
70373,49203,1700.0,5
70374,49203,280.0,6
70375,49220,380.0,1
70376,49220,290.0,2
70377,49220,180.0,3
70378,49220,120.0,4
70379,49220,120.0,5
70380,49220,20.0,6
70381,49221,6610.0,1
70382,49221,4880.0,2
70383,49221,2500.0,3
70384,49221,1600.0,4
70385,49221,1760.0,5
70386,49221,280.0,6
70387,49224,2030.0,1
70388,49224,1480.0,2
70389,49224,780.0,3
70390,49224,430.0,4
70391,49224,440.0,5
70392,49224,70.0,6
70393,49227,210.0,1
70394,49227,160.0,2
70395,49227,110.0,3
70396,49227,50.0,4
70397,49227,70.0,5
70398,49227,0.0,6
70399,49228,840.0,1
70400,49228,630.0,2
70401,49228,430.0,3
70402,49228,320.0,4
70403,49228,400.0,5
70404,49228,50.0,6
70405,49229,430.0,1
70406,49229,370.0,2
70407,49229,250.0,3
70408,49229,170.0,4
70409,49229,310.0,5
70410,49229,30.0,6
70411,49230,1770.0,1
70412,49230,1230.0,2
70413,49230,870.0,3
70414,49230,610.0,4
70415,49230,870.0,5
70416,49230,230.0,6
70417,49232,400.0,1
70418,49232,310.0,2
70419,49232,170.0,3
70420,49232,120.0,4
70421,49232,100.0,5
70422,49232,30.0,6
70423,49233,420.0,1
70424,49233,320.0,2
70425,49233,220.0,3
70426,49233,160.0,4
70427,49233,260.0,5
70428,49233,40.0,6
70429,49234,380.0,1
70430,49234,290.0,2
70431,49234,220.0,3
70432,49234,170.0,4
70433,49234,250.0,5
70434,49234,110.0,6
70435,49235,370.0,1
70436,49235,220.0,2
70437,49235,150.0,3
70438,49235,90.0,4
70439,49235,120.0,5
70440,49235,0.0,6
70441,49236,720.0,1
70442,49236,620.0,2
70443,49236,360.0,3
70444,49236,290.0,4
70445,49236,420.0,5
70446,49236,40.0,6
70447,49237,490.0,1
70448,49237,330.0,2
70449,49237,240.0,3
70450,49237,160.0,4
70451,49237,200.0,5
70452,49237,30.0,6
70453,49238,240.0,1
70454,49238,200.0,2
70455,49238,140.0,3
70456,49238,90.0,4
70457,49238,130.0,5
70458,49238,0.0,6
70459,49240,1220.0,1
70460,49240,1000.0,2
70461,49240,700.0,3
70462,49240,570.0,4
70463,49240,1000.0,5
70464,49240,210.0,6
70465,49241,340.0,1
70466,49241,280.0,2
70467,49241,180.0,3
70468,49241,110.0,4
70469,49241,170.0,5
70470,49241,0.0,6
70471,49242,2340.0,1
70472,49242,1780.0,2
70473,49242,960.0,3
70474,49242,500.0,4
70475,49242,580.0,5
70476,49242,140.0,6
70477,49245,700.0,1
70478,49245,570.0,2
70479,49245,320.0,3
70480,49245,220.0,4
70481,49245,190.0,5
70482,49245,20.0,6
70483,49246,440.0,1
70484,49246,350.0,2
70485,49246,240.0,3
70486,49246,200.0,4
70487,49246,300.0,5
70488,49246,80.0,6
70489,49247,950.0,1
70490,49247,680.0,2
70491,49247,430.0,3
70492,49247,240.0,4
70493,49247,250.0,5
70494,49247,40.0,6
70495,49248,130.0,1
70496,49248,120.0,2
70497,49248,70.0,3
70498,49248,50.0,4
70499,49248,50.0,5
70500,49248,0.0,6
70501,49249,450.0,1
70502,49249,400.0,2
70503,49249,250.0,3
70504,49249,210.0,4
70505,49249,280.0,5
70506,49249,60.0,6
70507,49250,1060.0,1
70508,49250,770.0,2
70509,49250,440.0,3
70510,49250,290.0,4
70511,49250,280.0,5
70512,49250,30.0,6
70513,49251,910.0,1
70514,49251,730.0,2
70515,49251,520.0,3
70516,49251,370.0,4
70517,49251,440.0,5
70518,49251,60.0,6
70519,49252,440.0,1
70520,49252,380.0,2
70521,49252,200.0,3
70522,49252,100.0,4
70523,49252,110.0,5
70524,49252,0.0,6
70525,49253,470.0,1
70526,49253,330.0,2
70527,49253,250.0,3
70528,49253,190.0,4
70529,49253,240.0,5
70530,49253,80.0,6
70531,49254,600.0,1
70532,49254,430.0,2
70533,49254,290.0,3
70534,49254,170.0,4
70535,49254,200.0,5
70536,49254,0.0,6
70537,49255,210.0,1
70538,49255,170.0,2
70539,49255,90.0,3
70540,49255,50.0,4
70541,49255,60.0,5
70542,49255,0.0,6
70543,49256,640.0,1
70544,49256,480.0,2
70545,49256,260.0,3
70546,49256,140.0,4
70547,49256,160.0,5
70548,49256,20.0,6
70549,49259,370.0,1
70550,49259,330.0,2
70551,49259,210.0,3
70552,49259,120.0,4
70553,49259,190.0,5
70554,49259,0.0,6
70555,49262,210.0,1
70556,49262,180.0,2
70557,49262,120.0,3
70558,49262,50.0,4
70559,49262,50.0,5
70560,49262,0.0,6
70561,49264,240.0,1
70562,49264,220.0,2
70563,49264,140.0,3
70564,49264,120.0,4
70565,49264,140.0,5
70566,49264,0.0,6
70567,49265,810.0,1
70568,49265,500.0,2
70569,49265,380.0,3
70570,49265,320.0,4
70571,49265,480.0,5
70572,49265,120.0,6
70573,49266,530.0,1
70574,49266,330.0,2
70575,49266,190.0,3
70576,49266,140.0,4
70577,49266,110.0,5
70578,49266,20.0,6
70579,49267,580.0,1
70580,49267,400.0,2
70581,49267,290.0,3
70582,49267,230.0,4
70583,49267,420.0,5
70584,49267,90.0,6
70585,49268,160.0,1
70586,49268,140.0,2
70587,49268,90.0,3
70588,49268,50.0,4
70589,49268,70.0,5
70590,49268,0.0,6
70591,49269,890.0,1
70592,49269,650.0,2
70593,49269,400.0,3
70594,49269,330.0,4
70595,49269,420.0,5
70596,49269,60.0,6
70597,49270,850.0,1
70598,49270,630.0,2
70599,49270,430.0,3
70600,49270,340.0,4
70601,49270,640.0,5
70602,49270,110.0,6
70603,49271,360.0,1
70604,49271,260.0,2
70605,49271,170.0,3
70606,49271,100.0,4
70607,49271,110.0,5
70608,49271,0.0,6
70609,49272,340.0,1
70610,49272,290.0,2
70611,49272,210.0,3
70612,49272,140.0,4
70613,49272,250.0,5
70614,49272,40.0,6
70615,49274,500.0,1
70616,49274,450.0,2
70617,49274,250.0,3
70618,49274,150.0,4
70619,49274,170.0,5
70620,49274,0.0,6
70621,49276,150.0,1
70622,49276,120.0,2
70623,49276,70.0,3
70624,49276,50.0,4
70625,49276,90.0,5
70626,49276,20.0,6
70627,49277,500.0,1
70628,49277,400.0,2
70629,49277,230.0,3
70630,49277,170.0,4
70631,49277,250.0,5
70632,49277,30.0,6
70633,49279,130.0,1
70634,49279,110.0,2
70635,49279,70.0,3
70636,49279,50.0,4
70637,49279,70.0,5
70638,49279,0.0,6
70639,49282,70.0,1
70640,49282,50.0,2
70641,49282,30.0,3
70642,49282,20.0,4
70643,49282,0.0,5
70644,49282,0.0,6
70645,49283,460.0,1
70646,49283,310.0,2
70647,49283,210.0,3
70648,49283,180.0,4
70649,49283,300.0,5
70650,49283,50.0,6
70651,49284,430.0,1
70652,49284,390.0,2
70653,49284,200.0,3
70654,49284,140.0,4
70655,49284,160.0,5
70656,49284,30.0,6
70657,49285,790.0,1
70658,49285,700.0,2
70659,49285,430.0,3
70660,49285,330.0,4
70661,49285,450.0,5
70662,49285,70.0,6
70663,49286,2400.0,1
70664,49286,1780.0,2
70665,49286,1200.0,3
70666,49286,900.0,4
70667,49286,1300.0,5
70668,49286,200.0,6
70669,49287,310.0,1
70670,49287,240.0,2
70671,49287,170.0,3
70672,49287,120.0,4
70673,49287,160.0,5
70674,49287,40.0,6
70675,49288,220.0,1
70676,49288,190.0,2
70677,49288,110.0,3
70678,49288,60.0,4
70679,49288,40.0,5
70680,49288,0.0,6
70681,49301,2430.0,1
70682,49301,1110.0,2
70683,49301,870.0,3
70684,49301,800.0,4
70685,49301,2280.0,5
70686,49301,2260.0,6
70687,49302,1140.0,1
70688,49302,690.0,2
70689,49302,550.0,3
70690,49302,500.0,4
70691,49302,960.0,5
70692,49302,420.0,6
70693,49303,190.0,1
70694,49303,140.0,2
70695,49303,100.0,3
70696,49303,50.0,4
70697,49303,70.0,5
70698,49303,0.0,6
70699,49304,800.0,1
70700,49304,450.0,2
70701,49304,210.0,3
70702,49304,100.0,4
70703,49304,100.0,5
70704,49304,30.0,6
70705,49305,380.0,1
70706,49305,280.0,2
70707,49305,170.0,3
70708,49305,70.0,4
70709,49305,90.0,5
70710,49305,0.0,6
70711,49306,1500.0,1
70712,49306,920.0,2
70713,49306,700.0,3
70714,49306,550.0,4
70715,49306,1090.0,5
70716,49306,510.0,6
70717,49307,2940.0,1
70718,49307,1730.0,2
70719,49307,890.0,3
70720,49307,630.0,4
70721,49307,830.0,5
70722,49307,170.0,6
70723,49309,360.0,1
70724,49309,230.0,2
70725,49309,100.0,3
70726,49309,70.0,4
70727,49309,60.0,5
70728,49309,0.0,6
70729,49310,430.0,1
70730,49310,360.0,2
70731,49310,200.0,3
70732,49310,110.0,4
70733,49310,120.0,5
70734,49310,20.0,6
70735,49312,50.0,1
70736,49312,30.0,2
70737,49312,40.0,3
70738,49312,0.0,4
70739,49312,0.0,5
70740,49312,0.0,6
70741,49315,3380.0,1
70742,49315,2320.0,2
70743,49315,1690.0,3
70744,49315,1380.0,4
70745,49315,2920.0,5
70746,49315,1150.0,6
70747,49316,3150.0,1
70748,49316,2240.0,2
70749,49316,1620.0,3
70750,49316,1370.0,4
70751,49316,2620.0,5
70752,49316,970.0,6
70753,49318,220.0,1
70754,49318,200.0,2
70755,49318,130.0,3
70756,49318,80.0,4
70757,49318,100.0,5
70758,49318,0.0,6
70759,49319,2530.0,1
70760,49319,2020.0,2
70761,49319,1330.0,3
70762,49319,1020.0,4
70763,49319,1210.0,5
70764,49319,140.0,6
70765,49321,2780.0,1
70766,49321,2720.0,2
70767,49321,1360.0,3
70768,49321,860.0,4
70769,49321,1040.0,5
70770,49321,150.0,6
70771,49322,170.0,1
70772,49322,150.0,2
70773,49322,80.0,3
70774,49322,40.0,4
70775,49322,50.0,5
70776,49322,0.0,6
70777,49323,1280.0,1
70778,49323,1020.0,2
70779,49323,830.0,3
70780,49323,660.0,4
70781,49323,950.0,5
70782,49323,120.0,6
70783,49325,270.0,1
70784,49325,230.0,2
70785,49325,170.0,3
70786,49325,140.0,4
70787,49325,140.0,5
70788,49325,20.0,6
70789,49326,630.0,1
70790,49326,480.0,2
70791,49326,310.0,3
70792,49326,220.0,4
70793,49326,270.0,5
70794,49326,50.0,6
70795,49327,1310.0,1
70796,49327,1090.0,2
70797,49327,630.0,3
70798,49327,410.0,4
70799,49327,410.0,5
70800,49327,60.0,6
70801,49328,530.0,1
70802,49328,450.0,2
70803,49328,330.0,3
70804,49328,240.0,4
70805,49328,260.0,5
70806,49328,40.0,6
70807,49329,1370.0,1
70808,49329,1130.0,2
70809,49329,650.0,3
70810,49329,430.0,4
70811,49329,460.0,5
70812,49329,50.0,6
70813,49330,880.0,1
70814,49330,670.0,2
70815,49330,430.0,3
70816,49330,320.0,4
70817,49330,330.0,5
70818,49330,50.0,6
70819,49331,2460.0,1
70820,49331,1860.0,2
70821,49331,1320.0,3
70822,49331,1030.0,4
70823,49331,1660.0,5
70824,49331,470.0,6
70825,49332,510.0,1
70826,49332,360.0,2
70827,49332,190.0,3
70828,49332,110.0,4
70829,49332,160.0,5
70830,49332,30.0,6
70831,49333,1770.0,1
70832,49333,1460.0,2
70833,49333,1030.0,3
70834,49333,810.0,4
70835,49333,1220.0,5
70836,49333,260.0,6
70837,49336,710.0,1
70838,49336,490.0,2
70839,49336,280.0,3
70840,49336,160.0,4
70841,49336,160.0,5
70842,49336,0.0,6
70843,49337,2180.0,1
70844,49337,1700.0,2
70845,49337,910.0,3
70846,49337,590.0,4
70847,49337,700.0,5
70848,49337,150.0,6
70849,49338,320.0,1
70850,49338,230.0,2
70851,49338,140.0,3
70852,49338,90.0,4
70853,49338,130.0,5
70854,49338,0.0,6
70855,49339,360.0,1
70856,49339,290.0,2
70857,49339,190.0,3
70858,49339,130.0,4
70859,49339,170.0,5
70860,49339,50.0,6
70861,49340,500.0,1
70862,49340,340.0,2
70863,49340,210.0,3
70864,49340,130.0,4
70865,49340,160.0,5
70866,49340,0.0,6
70867,49341,5110.0,1
70868,49341,3170.0,2
70869,49341,2300.0,3
70870,49341,2070.0,4
70871,49341,4370.0,5
70872,49341,1620.0,6
70873,49342,260.0,1
70874,49342,210.0,2
70875,49342,120.0,3
70876,49342,50.0,4
70877,49342,110.0,5
70878,49342,0.0,6
70879,49343,900.0,1
70880,49343,710.0,2
70881,49343,500.0,3
70882,49343,300.0,4
70883,49343,360.0,5
70884,49343,60.0,6
70885,49344,540.0,1
70886,49344,470.0,2
70887,49344,270.0,3
