,zipcode,N1,agi_stub
42827,47147,40.0,4
42828,47147,80.0,5
42829,47147,0.0,6
42830,47150,8250.0,1
42831,47150,6990.0,2
42832,47150,3630.0,3
42833,47150,2000.0,4
42834,47150,2520.0,5
42835,47150,570.0,6
42836,47161,570.0,1
42837,47161,480.0,2
42838,47161,280.0,3
42839,47161,200.0,4
42840,47161,250.0,5
42841,47161,30.0,6
42842,47162,150.0,1
42843,47162,110.0,2
42844,47162,80.0,3
42845,47162,50.0,4
42846,47162,60.0,5
42847,47162,0.0,6
42848,47163,230.0,1
42849,47163,180.0,2
42850,47163,130.0,3
42851,47163,80.0,4
42852,47163,90.0,5
42853,47163,20.0,6
42854,47164,550.0,1
42855,47164,430.0,2
42856,47164,280.0,3
42857,47164,180.0,4
42858,47164,220.0,5
42859,47164,40.0,6
42860,47165,950.0,1
42861,47165,730.0,2
42862,47165,440.0,3
42863,47165,270.0,4
42864,47165,340.0,5
42865,47165,40.0,6
42866,47166,240.0,1
42867,47166,190.0,2
42868,47166,120.0,3
42869,47166,80.0,4
42870,47166,110.0,5
42871,47166,0.0,6
42872,47167,2710.0,1
42873,47167,2000.0,2
42874,47167,1040.0,3
42875,47167,690.0,4
42876,47167,680.0,5
42877,47167,100.0,6
42878,47170,2500.0,1
42879,47170,1850.0,2
42880,47170,1100.0,3
42881,47170,630.0,4
42882,47170,730.0,5
42883,47170,100.0,6
42884,47172,2740.0,1
42885,47172,2170.0,2
42886,47172,1450.0,3
42887,47172,1060.0,4
42888,47172,1820.0,5
42889,47172,460.0,6
42890,47175,140.0,1
42891,47175,110.0,2
42892,47175,60.0,3
42893,47175,40.0,4
42894,47175,50.0,5
42895,47175,0.0,6
42896,47177,200.0,1
42897,47177,150.0,2
42898,47177,120.0,3
42899,47177,70.0,4
42900,47177,90.0,5
42901,47177,0.0,6
42902,47201,7130.0,1
42903,47201,5340.0,2
42904,47201,3370.0,3
42905,47201,2370.0,4
42906,47201,3180.0,5
42907,47201,1070.0,6
42908,47203,4050.0,1
42909,47203,3000.0,2
42910,47203,1990.0,3
42911,47203,1470.0,4
42912,47203,2220.0,5
42913,47203,520.0,6
42914,47220,840.0,1
42915,47220,600.0,2
42916,47220,390.0,3
42917,47220,250.0,4
42918,47220,380.0,5
42919,47220,90.0,6
42920,47223,240.0,1
42921,47223,210.0,2
42922,47223,110.0,3
42923,47223,60.0,4
42924,47223,60.0,5
42925,47223,0.0,6
42926,47224,100.0,1
42927,47224,50.0,2
42928,47224,40.0,3
42929,47224,20.0,4
42930,47224,30.0,5
42931,47224,0.0,6
42932,47227,230.0,1
42933,47227,190.0,2
42934,47227,140.0,3
42935,47227,70.0,4
42936,47227,90.0,5
42937,47227,0.0,6
42938,47229,540.0,1
42939,47229,370.0,2
42940,47229,270.0,3
42941,47229,150.0,4
42942,47229,180.0,5
42943,47229,0.0,6
42944,47230,290.0,1
42945,47230,250.0,2
42946,47230,160.0,3
42947,47230,100.0,4
42948,47230,110.0,5
42949,47230,0.0,6
42950,47231,170.0,1
42951,47231,130.0,2
42952,47231,80.0,3
42953,47231,60.0,4
42954,47231,50.0,5
42955,47231,0.0,6
42956,47232,390.0,1
42957,47232,280.0,2
42958,47232,190.0,3
42959,47232,140.0,4
42960,47232,180.0,5
42961,47232,30.0,6
42962,47234,220.0,1
42963,47234,180.0,2
42964,47234,100.0,3
42965,47234,90.0,4
42966,47234,100.0,5
42967,47234,20.0,6
42968,47235,310.0,1
42969,47235,220.0,2
42970,47235,150.0,3
42971,47235,80.0,4
42972,47235,130.0,5
42973,47235,0.0,6
42974,47240,3660.0,1
42975,47240,2680.0,2
42976,47240,1660.0,3
42977,47240,1110.0,4
42978,47240,1360.0,5
42979,47240,310.0,6
42980,47243,780.0,1
42981,47243,720.0,2
42982,47243,370.0,3
42983,47243,230.0,4
42984,47243,240.0,5
42985,47243,40.0,6
42986,47244,100.0,1
42987,47244,80.0,2
42988,47244,60.0,3
42989,47244,40.0,4
42990,47244,50.0,5
42991,47244,0.0,6
42992,47246,680.0,1
42993,47246,470.0,2
42994,47246,330.0,3
42995,47246,240.0,4
42996,47246,270.0,5
42997,47246,40.0,6
42998,47250,3730.0,1
42999,47250,2680.0,2
43000,47250,1560.0,3
43001,47250,950.0,4
43002,47250,1250.0,5
43003,47250,260.0,6
43004,47260,330.0,1
43005,47260,200.0,2
43006,47260,120.0,3
43007,47260,70.0,4
43008,47260,90.0,5
43009,47260,0.0,6
43010,47264,210.0,1
43011,47264,160.0,2
43012,47264,110.0,3
43013,47264,70.0,4
43014,47264,70.0,5
43015,47264,0.0,6
43016,47265,3540.0,1
43017,47265,2680.0,2
43018,47265,1420.0,3
43019,47265,810.0,4
43020,47265,860.0,5
43021,47265,110.0,6
43022,47270,100.0,1
43023,47270,80.0,2
43024,47270,60.0,3
43025,47270,40.0,4
43026,47270,40.0,5
43027,47270,0.0,6
43028,47272,300.0,1
43029,47272,240.0,2
43030,47272,130.0,3
43031,47272,110.0,4
43032,47272,100.0,5
43033,47272,0.0,6
43034,47273,270.0,1
43035,47273,230.0,2
43036,47273,170.0,3
43037,47273,130.0,4
43038,47273,130.0,5
43039,47273,0.0,6
43040,47274,4970.0,1
43041,47274,4100.0,2
43042,47274,2640.0,3
43043,47274,1420.0,4
43044,47274,1910.0,5
43045,47274,410.0,6
43046,47281,220.0,1
43047,47281,160.0,2
43048,47281,130.0,3
43049,47281,70.0,4
43050,47281,130.0,5
43051,47281,0.0,6
43052,47283,620.0,1
43053,47283,410.0,2
43054,47283,290.0,3
43055,47283,170.0,4
43056,47283,190.0,5
43057,47283,20.0,6
43058,47302,5570.0,1
43059,47302,3260.0,2
43060,47302,1370.0,3
43061,47302,700.0,4
43062,47302,660.0,5
43063,47302,60.0,6
43064,47303,4450.0,1
43065,47303,2630.0,2
43066,47303,1140.0,3
43067,47303,640.0,4
43068,47303,680.0,5
43069,47303,100.0,6
43070,47304,4630.0,1
43071,47304,3490.0,2
43072,47304,2080.0,3
43073,47304,1510.0,4
43074,47304,1920.0,5
43075,47304,510.0,6
43076,47305,770.0,1
43077,47305,420.0,2
43078,47305,140.0,3
43079,47305,40.0,4
43080,47305,60.0,5
43081,47305,0.0,6
43082,47320,680.0,1
43083,47320,510.0,2
43084,47320,310.0,3
43085,47320,190.0,4
43086,47320,240.0,5
43087,47320,50.0,6
43088,47325,110.0,1
43089,47325,80.0,2
43090,47325,50.0,3
43091,47325,30.0,4
43092,47325,30.0,5
43093,47325,0.0,6
43094,47326,290.0,1
43095,47326,250.0,2
43096,47326,110.0,3
43097,47326,70.0,4
43098,47326,90.0,5
43099,47326,0.0,6
43100,47327,800.0,1
43101,47327,520.0,2
43102,47327,300.0,3
43103,47327,170.0,4
43104,47327,190.0,5
43105,47327,30.0,6
43106,47330,790.0,1
43107,47330,670.0,2
43108,47330,400.0,3
43109,47330,290.0,4
43110,47330,310.0,5
43111,47330,70.0,6
43112,47331,4070.0,1
43113,47331,2770.0,2
43114,47331,1480.0,3
43115,47331,870.0,4
43116,47331,860.0,5
43117,47331,110.0,6
43118,47334,530.0,1
43119,47334,400.0,2
43120,47334,260.0,3
43121,47334,170.0,4
43122,47334,190.0,5
43123,47334,40.0,6
43124,47336,660.0,1
43125,47336,460.0,2
43126,47336,240.0,3
43127,47336,130.0,4
43128,47336,150.0,5
43129,47336,0.0,6
43130,47338,470.0,1
43131,47338,320.0,2
43132,47338,190.0,3
43133,47338,120.0,4
43134,47338,160.0,5
43135,47338,0.0,6
43136,47339,90.0,1
43137,47339,70.0,2
43138,47339,60.0,3
43139,47339,40.0,4
43140,47339,40.0,5
43141,47339,0.0,6
43142,47340,520.0,1
43143,47340,340.0,2
43144,47340,190.0,3
43145,47340,140.0,4
43146,47340,180.0,5
43147,47340,0.0,6
43148,47341,350.0,1
43149,47341,290.0,2
43150,47341,160.0,3
43151,47341,90.0,4
43152,47341,120.0,5
43153,47341,20.0,6
43154,47342,430.0,1
43155,47342,300.0,2
43156,47342,210.0,3
43157,47342,120.0,4
43158,47342,170.0,5
43159,47342,30.0,6
43160,47345,200.0,1
43161,47345,160.0,2
43162,47345,90.0,3
43163,47345,60.0,4
43164,47345,100.0,5
43165,47345,0.0,6
43166,47346,620.0,1
43167,47346,420.0,2
43168,47346,300.0,3
43169,47346,180.0,4
43170,47346,230.0,5
43171,47346,40.0,6
43172,47348,1680.0,1
43173,47348,1170.0,2
43174,47348,700.0,3
43175,47348,390.0,4
43176,47348,420.0,5
43177,47348,50.0,6
43178,47352,150.0,1
43179,47352,100.0,2
43180,47352,80.0,3
43181,47352,40.0,4
43182,47352,80.0,5
43183,47352,0.0,6
43184,47353,950.0,1
43185,47353,640.0,2
43186,47353,430.0,3
43187,47353,280.0,4
43188,47353,310.0,5
43189,47353,50.0,6
43190,47354,160.0,1
43191,47354,130.0,2
43192,47354,80.0,3
43193,47354,70.0,4
43194,47354,70.0,5
43195,47354,0.0,6
43196,47355,460.0,1
43197,47355,340.0,2
43198,47355,200.0,3
43199,47355,110.0,4
43200,47355,110.0,5
43201,47355,20.0,6
43202,47356,970.0,1
43203,47356,700.0,2
43204,47356,430.0,3
43205,47356,320.0,4
43206,47356,420.0,5
43207,47356,70.0,6
43208,47357,180.0,1
43209,47357,150.0,2
43210,47357,80.0,3
43211,47357,70.0,4
43212,47357,70.0,5
43213,47357,0.0,6
43214,47358,140.0,1
43215,47358,120.0,2
43216,47358,60.0,3
43217,47358,40.0,4
43218,47358,50.0,5
43219,47358,0.0,6
43220,47359,500.0,1
43221,47359,390.0,2
43222,47359,200.0,3
43223,47359,120.0,4
43224,47359,130.0,5
43225,47359,0.0,6
43226,47360,240.0,1
43227,47360,150.0,2
43228,47360,120.0,3
43229,47360,80.0,4
43230,47360,110.0,5
43231,47360,0.0,6
43232,47362,5840.0,1
43233,47362,3600.0,2
43234,47362,1770.0,3
43235,47362,1040.0,4
43236,47362,1080.0,5
43237,47362,220.0,6
43238,47368,490.0,1
43239,47368,330.0,2
43240,47368,220.0,3
43241,47368,140.0,4
43242,47368,120.0,5
43243,47368,30.0,6
43244,47369,190.0,1
43245,47369,160.0,2
43246,47369,80.0,3
43247,47369,50.0,4
43248,47369,50.0,5
43249,47369,0.0,6
43250,47371,2080.0,1
43251,47371,1460.0,2
43252,47371,810.0,3
43253,47371,490.0,4
43254,47371,460.0,5
43255,47371,80.0,6
43256,47373,390.0,1
43257,47373,270.0,2
43258,47373,150.0,3
43259,47373,90.0,4
43260,47373,90.0,5
43261,47373,0.0,6
43262,47374,8410.0,1
43263,47374,5710.0,2
43264,47374,2650.0,3
43265,47374,1550.0,4
43266,47374,1570.0,5
43267,47374,370.0,6
43268,47380,330.0,1
43269,47380,250.0,2
43270,47380,140.0,3
43271,47380,80.0,4
43272,47380,90.0,5
43273,47380,0.0,6
43274,47383,430.0,1
43275,47383,350.0,2
43276,47383,200.0,3
43277,47383,170.0,4
43278,47383,190.0,5
43279,47383,40.0,6
43280,47384,270.0,1
43281,47384,270.0,2
43282,47384,170.0,3
43283,47384,110.0,4
43284,47384,150.0,5
43285,47384,0.0,6
43286,47385,260.0,1
43287,47385,220.0,2
43288,47385,110.0,3
43289,47385,90.0,4
43290,47385,120.0,5
43291,47385,0.0,6
43292,47386,180.0,1
43293,47386,140.0,2
43294,47386,90.0,3
43295,47386,70.0,4
43296,47386,100.0,5
43297,47386,0.0,6
43298,47387,120.0,1
43299,47387,80.0,2
43300,47387,50.0,3
43301,47387,40.0,4
43302,47387,50.0,5
43303,47387,0.0,6
43304,47390,930.0,1
43305,47390,650.0,2
43306,47390,310.0,3
43307,47390,190.0,4
43308,47390,170.0,5
43309,47390,20.0,6
43310,47393,210.0,1
43311,47393,180.0,2
43312,47393,100.0,3
43313,47393,70.0,4
43314,47393,110.0,5
43315,47393,0.0,6
43316,47394,1420.0,1
43317,47394,970.0,2
43318,47394,550.0,3
43319,47394,360.0,4
43320,47394,370.0,5
43321,47394,60.0,6
43322,47396,1150.0,1
43323,47396,790.0,2
43324,47396,500.0,3
43325,47396,380.0,4
43326,47396,610.0,5
43327,47396,240.0,6
43328,47401,6140.0,1
43329,47401,3790.0,2
43330,47401,2270.0,3
43331,47401,1570.0,4
43332,47401,3140.0,5
43333,47401,1650.0,6
43334,47403,5570.0,1
43335,47403,4370.0,2
43336,47403,2530.0,3
43337,47403,1490.0,4
43338,47403,1700.0,5
43339,47403,310.0,6
43340,47404,3690.0,1
43341,47404,2450.0,2
43342,47404,1280.0,3
43343,47404,900.0,4
43344,47404,1300.0,5
43345,47404,260.0,6
43346,47408,3060.0,1
43347,47408,1650.0,2
43348,47408,900.0,3
43349,47408,610.0,4
43350,47408,1070.0,5
43351,47408,410.0,6
43352,47421,4760.0,1
43353,47421,3480.0,2
43354,47421,2030.0,3
43355,47421,1340.0,4
43356,47421,1590.0,5
43357,47421,270.0,6
43358,47424,1440.0,1
43359,47424,1040.0,2
43360,47424,720.0,3
43361,47424,470.0,4
43362,47424,660.0,5
43363,47424,80.0,6
43364,47427,180.0,1
43365,47427,110.0,2
43366,47427,70.0,3
43367,47427,40.0,4
43368,47427,50.0,5
43369,47427,0.0,6
43370,47429,1130.0,1
43371,47429,990.0,2
43372,47429,640.0,3
43373,47429,470.0,4
43374,47429,600.0,5
43375,47429,90.0,6
43376,47431,260.0,1
43377,47431,140.0,2
43378,47431,90.0,3
43379,47431,70.0,4
43380,47431,80.0,5
43381,47431,0.0,6
43382,47432,830.0,1
43383,47432,620.0,2
43384,47432,310.0,3
43385,47432,180.0,4
43386,47432,220.0,5
43387,47432,20.0,6
43388,47433,670.0,1
43389,47433,460.0,2
43390,47433,290.0,3
43391,47433,200.0,4
43392,47433,260.0,5
43393,47433,30.0,6
43394,47436,250.0,1
43395,47436,180.0,2
43396,47436,110.0,3
43397,47436,70.0,4
43398,47436,110.0,5
43399,47436,0.0,6
43400,47438,740.0,1
43401,47438,480.0,2
43402,47438,280.0,3
43403,47438,190.0,4
43404,47438,190.0,5
43405,47438,20.0,6
43406,47441,1600.0,1
43407,47441,1010.0,2
43408,47441,610.0,3
43409,47441,400.0,4
43410,47441,480.0,5
43411,47441,70.0,6
43412,47443,210.0,1
43413,47443,120.0,2
43414,47443,80.0,3
43415,47443,50.0,4
43416,47443,60.0,5
43417,47443,0.0,6
43418,47446,1760.0,1
43419,47446,1200.0,2
43420,47446,650.0,3
43421,47446,430.0,4
43422,47446,430.0,5
43423,47446,40.0,6
43424,47448,1430.0,1
43425,47448,870.0,2
43426,47448,610.0,3
43427,47448,410.0,4
43428,47448,580.0,5
43429,47448,160.0,6
43430,47449,70.0,1
43431,47449,50.0,2
43432,47449,40.0,3
43433,47449,20.0,4
43434,47449,40.0,5
43435,47449,0.0,6
43436,47451,210.0,1
43437,47451,190.0,2
43438,47451,90.0,3
43439,47451,40.0,4
43440,47451,70.0,5
43441,47451,0.0,6
43442,47452,840.0,1
43443,47452,600.0,2
43444,47452,310.0,3
43445,47452,220.0,4
43446,47452,210.0,5
43447,47452,30.0,6
43448,47453,60.0,1
43449,47453,50.0,2
43450,47453,30.0,3
43451,47453,20.0,4
43452,47453,30.0,5
43453,47453,0.0,6
43454,47454,1380.0,1
43455,47454,940.0,2
43456,47454,440.0,3
43457,47454,290.0,4
43458,47454,260.0,5
43459,47454,50.0,6
43460,47456,180.0,1
43461,47456,150.0,2
43462,47456,90.0,3
43463,47456,70.0,4
43464,47456,100.0,5
43465,47456,0.0,6
43466,47459,500.0,1
43467,47459,460.0,2
43468,47459,260.0,3
43469,47459,180.0,4
43470,47459,240.0,5
43471,47459,30.0,6
43472,47460,1890.0,1
43473,47460,1430.0,2
43474,47460,880.0,3
43475,47460,600.0,4
43476,47460,640.0,5
43477,47460,80.0,6
43478,47462,700.0,1
43479,47462,570.0,2
43480,47462,340.0,3
43481,47462,280.0,4
43482,47462,370.0,5
43483,47462,50.0,6
43484,47465,120.0,1
43485,47465,80.0,2
43486,47465,40.0,3
43487,47465,30.0,4
43488,47465,40.0,5
43489,47465,0.0,6
43490,47468,180.0,1
43491,47468,160.0,2
43492,47468,100.0,3
43493,47468,60.0,4
43494,47468,110.0,5
43495,47468,40.0,6
43496,47469,310.0,1
43497,47469,260.0,2
43498,47469,100.0,3
43499,47469,70.0,4
43500,47469,100.0,5
43501,47469,0.0,6
43502,47470,260.0,1
43503,47470,180.0,2
43504,47470,130.0,3
43505,47470,70.0,4
43506,47470,110.0,5
43507,47470,0.0,6
43508,47471,460.0,1
43509,47471,310.0,2
43510,47471,190.0,3
43511,47471,130.0,4
43512,47471,150.0,5
43513,47471,0.0,6
43514,47501,3210.0,1
43515,47501,2210.0,2
43516,47501,1110.0,3
43517,47501,760.0,4
43518,47501,900.0,5
43519,47501,180.0,6
43520,47512,630.0,1
43521,47512,420.0,2
43522,47512,250.0,3
43523,47512,140.0,4
43524,47512,160.0,5
43525,47512,0.0,6
43526,47513,320.0,1
43527,47513,270.0,2
43528,47513,190.0,3
43529,47513,110.0,4
43530,47513,110.0,5
43531,47513,0.0,6
43532,47514,170.0,1
43533,47514,40.0,2
43534,47514,20.0,3
43535,47514,40.0,4
43536,47514,0.0,5
43537,47514,0.0,6
43538,47515,120.0,1
43539,47515,110.0,2
43540,47515,70.0,3
43541,47515,40.0,4
43542,47515,50.0,5
43543,47515,0.0,6
43544,47516,220.0,1
43545,47516,130.0,2
43546,47516,100.0,3
43547,47516,80.0,4
43548,47516,90.0,5
43549,47516,20.0,6
43550,47519,80.0,1
43551,47519,50.0,2
43552,47519,60.0,3
43553,47519,40.0,4
43554,47519,50.0,5
43555,47519,0.0,6
43556,47520,570.0,1
43557,47520,340.0,2
43558,47520,220.0,3
43559,47520,150.0,4
43560,47520,150.0,5
43561,47520,0.0,6
43562,47521,150.0,1
43563,47521,110.0,2
43564,47521,80.0,3
43565,47521,60.0,4
43566,47521,100.0,5
43567,47521,0.0,6
43568,47522,50.0,1
43569,47522,30.0,2
43570,47522,40.0,3
43571,47522,0.0,4
43572,47522,0.0,5
43573,47522,0.0,6
43574,47523,540.0,1
43575,47523,450.0,2
43576,47523,230.0,3
43577,47523,190.0,4
43578,47523,180.0,5
43579,47523,20.0,6
43580,47524,70.0,1
43581,47524,70.0,2
43582,47524,50.0,3
43583,47524,20.0,4
43584,47524,30.0,5
43585,47524,0.0,6
43586,47525,50.0,1
43587,47525,30.0,2
43588,47525,30.0,3
43589,47525,20.0,4
43590,47525,40.0,5
43591,47525,0.0,6
43592,47527,300.0,1
43593,47527,260.0,2
43594,47527,150.0,3
43595,47527,120.0,4
43596,47527,140.0,5
43597,47527,20.0,6
43598,47528,130.0,1
43599,47528,70.0,2
43600,47528,50.0,3
43601,47528,40.0,4
43602,47528,40.0,5
43603,47528,0.0,6
43604,47529,160.0,1
43605,47529,120.0,2
43606,47529,70.0,3
43607,47529,50.0,4
43608,47529,50.0,5
43609,47529,0.0,6
43610,47531,130.0,1
43611,47531,90.0,2
43612,47531,90.0,3
43613,47531,60.0,4
43614,47531,100.0,5
43615,47531,0.0,6
43616,47532,750.0,1
43617,47532,580.0,2
43618,47532,360.0,3
43619,47532,280.0,4
43620,47532,320.0,5
43621,47532,80.0,6
43622,47537,130.0,1
43623,47537,110.0,2
43624,47537,70.0,3
43625,47537,50.0,4
43626,47537,50.0,5
43627,47537,0.0,6
43628,47541,180.0,1
43629,47541,160.0,2
43630,47541,110.0,3
43631,47541,60.0,4
43632,47541,130.0,5
43633,47541,0.0,6
43634,47542,1630.0,1
43635,47542,1350.0,2
43636,47542,690.0,3
43637,47542,500.0,4
43638,47542,650.0,5
43639,47542,120.0,6
43640,47546,3700.0,1
43641,47546,2940.0,2
43642,47546,1630.0,3
43643,47546,1120.0,4
43644,47546,1630.0,5
43645,47546,570.0,6
43646,47550,110.0,1
43647,47550,100.0,2
43648,47550,70.0,3
43649,47550,50.0,4
43650,47550,70.0,5
43651,47550,0.0,6
43652,47551,70.0,1
43653,47551,60.0,2
43654,47551,40.0,3
43655,47551,50.0,4
43656,47551,50.0,5
43657,47551,0.0,6
43658,47553,1280.0,1
43659,47553,980.0,2
43660,47553,710.0,3
43661,47553,450.0,4
43662,47553,570.0,5
43663,47553,80.0,6
43664,47557,180.0,1
43665,47557,150.0,2
43666,47557,100.0,3
43667,47557,80.0,4
43668,47557,120.0,5
43669,47557,0.0,6
43670,47558,620.0,1
43671,47558,560.0,2
43672,47558,380.0,3
43673,47558,240.0,4
43674,47558,260.0,5
43675,47558,70.0,6
43676,47561,230.0,1
43677,47561,170.0,2
43678,47561,100.0,3
43679,47561,70.0,4
43680,47561,110.0,5
43681,47561,0.0,6
43682,47562,600.0,1
43683,47562,510.0,2
43684,47562,400.0,3
43685,47562,230.0,4
43686,47562,300.0,5
43687,47562,50.0,6
43688,47564,170.0,1
43689,47564,160.0,2
43690,47564,110.0,3
43691,47564,80.0,4
43692,47564,120.0,5
43693,47564,0.0,6
43694,47567,930.0,1
43695,47567,670.0,2
43696,47567,380.0,3
43697,47567,300.0,4
43698,47567,360.0,5
43699,47567,40.0,6
43700,47568,130.0,1
43701,47568,100.0,2
43702,47568,60.0,3
43703,47568,40.0,4
43704,47568,60.0,5
43705,47568,0.0,6
43706,47575,160.0,1
43707,47575,130.0,2
43708,47575,90.0,3
43709,47575,90.0,4
43710,47575,90.0,5
43711,47575,0.0,6
43712,47576,60.0,1
43713,47576,50.0,2
43714,47576,30.0,3
43715,47576,40.0,4
43716,47576,0.0,5
43717,47576,0.0,6
43718,47577,170.0,1
43719,47577,120.0,2
43720,47577,70.0,3
43721,47577,60.0,4
43722,47577,60.0,5
43723,47577,0.0,6
43724,47578,110.0,1
43725,47578,60.0,2
43726,47578,60.0,3
43727,47578,50.0,4
43728,47578,50.0,5
43729,47578,0.0,6
43730,47579,380.0,1
43731,47579,280.0,2
43732,47579,200.0,3
43733,47579,190.0,4
43734,47579,300.0,5
43735,47579,70.0,6
43736,47580,40.0,1
43737,47580,30.0,2
43738,47580,20.0,3
43739,47580,20.0,4
43740,47580,20.0,5
43741,47580,0.0,6
43742,47581,590.0,1
43743,47581,420.0,2
43744,47581,250.0,3
43745,47581,170.0,4
43746,47581,180.0,5
43747,47581,0.0,6
43748,47585,60.0,1
43749,47585,50.0,2
43750,47585,30.0,3
43751,47585,40.0,4
43752,47585,30.0,5
43753,47585,0.0,6
43754,47586,1960.0,1
43755,47586,1330.0,2
43756,47586,860.0,3
43757,47586,550.0,4
43758,47586,590.0,5
43759,47586,90.0,6
43760,47588,100.0,1
43761,47588,70.0,2
43762,47588,50.0,3
43763,47588,30.0,4
43764,47588,40.0,5
43765,47588,0.0,6
43766,47590,90.0,1
43767,47590,80.0,2
43768,47590,60.0,3
43769,47590,40.0,4
43770,47590,70.0,5
43771,47590,0.0,6
43772,47591,4460.0,1
43773,47591,2960.0,2
43774,47591,1600.0,3
43775,47591,1060.0,4
43776,47591,1320.0,5
43777,47591,280.0,6
43778,47597,130.0,1
43779,47597,110.0,2
43780,47597,80.0,3
43781,47597,50.0,4
43782,47597,80.0,5
43783,47597,0.0,6
43784,47598,500.0,1
43785,47598,370.0,2
43786,47598,230.0,3
43787,47598,180.0,4
43788,47598,220.0,5
43789,47598,0.0,6
43790,47601,2270.0,1
43791,47601,1550.0,2
43792,47601,1050.0,3
43793,47601,730.0,4
43794,47601,960.0,5
43795,47601,200.0,6
43796,47610,960.0,1
43797,47610,740.0,2
43798,47610,420.0,3
43799,47610,270.0,4
43800,47610,290.0,5
43801,47610,60.0,6
43802,47611,180.0,1
43803,47611,120.0,2
43804,47611,80.0,3
43805,47611,60.0,4
43806,47611,90.0,5
43807,47611,0.0,6
43808,47612,140.0,1
43809,47612,90.0,2
43810,47612,70.0,3
43811,47612,50.0,4
43812,47612,60.0,5
43813,47612,0.0,6
43814,47613,370.0,1
43815,47613,240.0,2
43816,47613,190.0,3
43817,47613,180.0,4
43818,47613,270.0,5
43819,47613,60.0,6
43820,47615,250.0,1
43821,47615,190.0,2
43822,47615,120.0,3
43823,47615,80.0,4
43824,47615,80.0,5
43825,47615,0.0,6
43826,47616,50.0,1
43827,47616,50.0,2
43828,47616,0.0,3
43829,47616,30.0,4
43830,47616,0.0,5
43831,47616,0.0,6
43832,47619,250.0,1
43833,47619,170.0,2
43834,47619,130.0,3
43835,47619,100.0,4
43836,47619,140.0,5
43837,47619,0.0,6
43838,47620,1850.0,1
43839,47620,1250.0,2
43840,47620,940.0,3
43841,47620,710.0,4
43842,47620,1150.0,5
43843,47620,220.0,6
43844,47630,5160.0,1
43845,47630,3560.0,2
43846,47630,2630.0,3
43847,47630,2100.0,4
43848,47630,3790.0,5
43849,47630,1530.0,6
43850,47631,280.0,1
43851,47631,230.0,2
43852,47631,140.0,3
43853,47631,100.0,4
43854,47631,180.0,5
43855,47631,30.0,6
43856,47633,420.0,1
43857,47633,270.0,2
43858,47633,190.0,3
43859,47633,170.0,4
43860,47633,200.0,5
43861,47633,40.0,6
43862,47634,340.0,1
43863,47634,270.0,2
43864,47634,190.0,3
43865,47634,120.0,4
43866,47634,160.0,5
43867,47634,0.0,6
43868,47635,850.0,1
43869,47635,610.0,2
43870,47635,380.0,3
43871,47635,260.0,4
43872,47635,370.0,5
43873,47635,60.0,6
43874,47637,240.0,1
43875,47637,160.0,2
43876,47637,100.0,3
43877,47637,80.0,4
43878,47637,100.0,5
43879,47637,0.0,6
43880,47638,420.0,1
43881,47638,330.0,2
43882,47638,270.0,3
43883,47638,220.0,4
43884,47638,390.0,5
43885,47638,70.0,6
43886,47639,600.0,1
43887,47639,370.0,2
43888,47639,340.0,3
43889,47639,290.0,4
43890,47639,560.0,5
43891,47639,140.0,6
43892,47640,140.0,1
43893,47640,100.0,2
43894,47640,70.0,3
43895,47640,50.0,4
43896,47640,70.0,5
43897,47640,0.0,6
43898,47648,700.0,1
43899,47648,570.0,2
43900,47648,390.0,3
43901,47648,260.0,4
43902,47648,370.0,5
43903,47648,50.0,6
43904,47649,210.0,1
43905,47649,160.0,2
43906,47649,100.0,3
43907,47649,80.0,4
43908,47649,100.0,5
43909,47649,0.0,6
43910,47660,830.0,1
43911,47660,550.0,2
43912,47660,400.0,3
43913,47660,230.0,4
43914,47660,230.0,5
43915,47660,30.0,6
43916,47665,510.0,1
43917,47665,370.0,2
43918,47665,310.0,3
43919,47665,210.0,4
43920,47665,280.0,5
43921,47665,30.0,6
43922,47666,250.0,1
43923,47666,180.0,2
43924,47666,120.0,3
43925,47666,70.0,4
43926,47666,90.0,5
43927,47666,0.0,6
43928,47670,2210.0,1
43929,47670,1530.0,2
43930,47670,880.0,3
43931,47670,530.0,4
43932,47670,680.0,5
43933,47670,110.0,6
43934,47708,140.0,1
43935,47708,100.0,2
43936,47708,60.0,3
43937,47708,40.0,4
43938,47708,50.0,5
43939,47708,30.0,6
43940,47710,3650.0,1
43941,47710,2340.0,2
43942,47710,1120.0,3
43943,47710,570.0,4
43944,47710,520.0,5
43945,47710,130.0,6
43946,47711,5620.0,1
43947,47711,4120.0,2
43948,47711,2250.0,3
43949,47711,1480.0,4
43950,47711,1780.0,5
43951,47711,290.0,6
43952,47712,3960.0,1
43953,47712,2860.0,2
43954,47712,1700.0,3
43955,47712,1140.0,4
43956,47712,1500.0,5
43957,47712,300.0,6
43958,47713,2410.0,1
43959,47713,1350.0,2
43960,47713,460.0,3
43961,47713,170.0,4
43962,47713,130.0,5
43963,47713,50.0,6
43964,47714,6730.0,1
43965,47714,4900.0,2
43966,47714,2180.0,3
43967,47714,1010.0,4
43968,47714,870.0,5
43969,47714,200.0,6
43970,47715,5420.0,1
43971,47715,4160.0,2
43972,47715,2170.0,3
43973,47715,1300.0,4
43974,47715,1520.0,5
43975,47715,460.0,6
43976,47720,2680.0,1
43977,47720,1810.0,2
